phrase,cluster_label
francis group,0
gaming literature,0
computer science law economics,0
created qualitative study,0
partial squares structural equation modelling,0
choices calibrated based perceived agent,0
outcomes parasocial interactions smart shopping,0
ai broad transdisciplinary field roots,0
retail industry,0
partial squares structural equation modelling,0
outcomes parasocial interactions smart shopping,0
retail industry,0
health learning,0
perceived ease use significant,0
automation management human,0
engaging strategic foresight,0
human robot collaboration hrc subsequent,0
weakened relationship,0
value paper studies general,0
robots visible,0
task known unknown selecting agent,0
100 people experience automated,0
refined based,0
automation systems,0
400 respondents tested research,0
hypotheses tested,0
francis group,0
bias algorithm recommendation preference recommendation,0
relationship explained,0
conceptual model,0
feelings uneasiness robots,0
intelligently responsibly concern,0
francis group,0
automation systems,0
precision tradional industrial,0
new interactive robot,0
communication association,0
ai recommending news,0
feeling economy,0
handed agents improve human automation,0
willingness interact ai,0
limitations implicationsthe,0
robots gone mythic,0
theories uncanny,0
value study stems examination,0
automation fallibility,0
performance following emergency takeovers impeded,0
efforts address automation effects,0
francis group,0
unnecessary limits performance intelligent robots,0
managerial implications robotics industry,0
eye tracking,0
develop effective strategies diverse opponents,0
focusing multi agent cooperation,0
avs potential,0
francis group,0
human agents,0
robots mediation role,0
robots conducted wave questionnaire,0
frequency robotic moment affects people,0
ai service agents,0
value similarity model proposed perceived,0
robot proposed,0
shows knowledge perceived,0
robots inevitably,0
automation intent errors,0
implications information communication,0
conversational agent ca major,0
model robotic behaviour,0
subsequent use automation,0
use automation hypothesized increase,0
competencies open innovation significantly influence,0
agent higher intention empower,0
effects expressed unwillingness use automation,0
present state robot,0
strategies identified coax people use,0
robot designers,0
problem favour robots embedded,0
intentionality grounded syntactic simulated,0
fourth industrial revolution associated,0
cus tomers willingness interact ai,0
takeover request stage takeover,0
innovativeness behavior including behavioral,0
automation human,0
francis group,0
partial squares structural equation modeling,0
impact automation,0
automated agents,0
francis group,0
potential facilitating strategic decision making,0
automated fields activity,0
autonomous agent factor,0
use robots needed prevent,0
conversational robots,0
rate avs,0
alleviated positively influencing ai adoption,0
agents vcas,0
popularity virtual conversational,0
revealed general perceived informativeness credibility,0
person automation,0
highly technological highly automated,0
simulation model quantifies predicts workers,0
innovation implementation beneficial social good,0
automated device target,0
communication approach relies user information,0
appraisal errors,0
landscape ai adoption,0
francis group,0
human like non human agent,0
human automation interaction including intended,0
eye movement results indicated compensatory,0
threshold designers use balance automation,0
results automation,0
relationship oriented subjects,0
instant message,0
promoting drivers monitoring behavior takeover,0
relation psychology disneyland,0
validated using partial squares structural,0
pivotal force modern business transformation,0
efficacy innovativeness predictors compatibility,0
fourth industrial revolution,0
perceived usefulness,0
means communication navy ships,0
risks automation misuse disuse,0
squares structural,0
disciplines including economics,0
psychological model individual level,0
autonomous artificial agents antithetical concept,0
partial squares structural equation,0
4ir involves innovative,0
empirical validation model partial squares,0
ease use perceived,0
simulating cognitive,0
scenario described agents various types,0
extensively industrializing rai,0
current literature developed conceptual model,0
